id,value,station_id,parameter_id,unix_timestamp,norm_time,norm_value
5651406166,1.0,1161114037,122,1492474510000000000,-11.763693449031111,-0.7301854974704891
5651406175,2.5,1161114037,122,1492474511000000000,-11.763415671253334,-0.5935919055649241
5651406255,3.5,1161114037,122,1492474512000000000,-11.763137893475555,-0.5025295109612142
5651406262,5.5,1161114037,122,1492474513000000000,-11.762860115697778,-0.3204047217537943
5651406259,4.5,1161114037,122,1492474513000000000,-11.762860115697778,-0.41146711635750427
5651406457,6.5,1161114037,122,1492474514000000000,-11.76258233792,-0.22934232715008437
5651406460,7.5,1161114037,122,1492474515000000000,-11.762304560142223,-0.1382799325463744
5651406468,9.5,1161114037,122,1492474516000000000,-11.762026782364444,0.043844856661045484
5651406627,11.5,1161114037,122,1492474517000000000,-11.761749004586667,0.22596964586846538
5651406631,14.0,1161114037,122,1492474518000000000,-11.761471226808888,0.4536256323777403
5651406635,16.0,1161114037,122,1492474518000000000,-11.761471226808888,0.6357504215851602
5651406731,18.0,1161114037,122,1492474519000000000,-11.761193449031111,0.8178752107925801
5651406735,20.0,1161114037,122,1492474520000000000,-11.760915671253333,1.0
5651406997,19.0,1161114037,122,1492474525000000000,-11.759526782364444,0.9089376053962901
5651407279,18.0,1161114037,122,1492474529000000000,-11.758415671253333,0.8178752107925801
5651408081,17.0,1161114037,122,1492474539000000000,-11.755637893475555,0.7268128161888702
5651408311,16.0,1161114037,122,1492474542000000000,-11.754804560142222,0.6357504215851602
5651408506,15.0,1161114037,122,1492474544000000000,-11.754249004586667,0.5446880269814502
5651408592,14.0,1161114037,122,1492474547000000000,-11.753415671253334,0.4536256323777403
5651411014,13.0,1161114037,122,1492474584000000000,-11.743137893475556,0.3625632377740303
5651411889,12.0,1161114037,122,1492474602000000000,-11.738137893475555,0.27150084317032036
5651413453,11.0,1161114037,122,1492474638000000000,-11.728137893475555,0.18043844856661043
5651419084,10.0,1161114037,122,1492474755000000000,-11.695637893475556,0.08937605396290046
5651431023,9.0,1161114037,122,1492475000000000000,-11.62758233792,-0.0016863406408094916
5651469411,8.0,1161114037,122,1492475839000000000,-11.394526782364444,-0.09274873524451945
5651580493,7.0,1161114037,122,1492478278000000000,-10.717026782364444,-0.1838111298482294
5651809154,6.0,1161114037,122,1492483459000000000,-9.277860115697777,-0.27487352445193936
5651901634,7.0,1161114037,122,1492485598000000000,-8.68369344903111,-0.1838111298482294
5651901794,8.0,1161114037,122,1492485599000000000,-8.683415671253334,-0.09274873524451945
5651901906,7.0,1161114037,122,1492485603000000000,-8.682304560142223,-0.1838111298482294
5651902127,6.0,1161114037,122,1492485604000000000,-8.682026782364444,-0.27487352445193936
5651902132,4.5,1161114037,122,1492485605000000000,-8.681749004586667,-0.41146711635750427
