id,value,station_id,parameter_id,unix_timestamp,norm_time,norm_value
5652180932,7.5,1161114024,122,1492491934000000000,-6.923693449031111,-0.45140527783737405
5652181015,8.5,1161114024,122,1492491936000000000,-6.923137893475555,-0.3546449259815491
5652221905,9.5,1161114024,122,1492492870000000000,-6.663693449031111,-0.2578845741257242
5652227983,11.0,1161114024,122,1492493014000000000,-6.623693449031111,-0.11274404634198677
5652227984,12.0,1161114024,122,1492493015000000000,-6.623415671253333,-0.015983694486161843
5652228045,13.5,1161114024,122,1492493016000000000,-6.623137893475556,0.12915683329757557
5652228048,14.5,1161114024,122,1492493017000000000,-6.622860115697778,0.2259171851534005
5652232545,13.5,1161114024,122,1492493116000000000,-6.595360115697778,0.12915683329757557
5652232615,12.5,1161114024,122,1492493117000000000,-6.59508233792,0.03239648144175063
5652232618,11.5,1161114024,122,1492493118000000000,-6.594804560142222,-0.0643638704140743
5652232622,10.5,1161114024,122,1492493119000000000,-6.5945267823644445,-0.16112422226989925
5652232738,9.5,1161114024,122,1492493120000000000,-6.594249004586667,-0.2578845741257242
5652240766,11.0,1161114024,122,1492493296000000000,-6.545360115697778,-0.11274404634198677
5652240847,12.0,1161114024,122,1492493296000000000,-6.545360115697778,-0.015983694486161843
5652240849,13.0,1161114024,122,1492493297000000000,-6.54508233792,0.0807766573696631
5652240853,14.0,1161114024,122,1492493298000000000,-6.5448045601422224,0.17753700922548804
5652240914,15.0,1161114024,122,1492493298000000000,-6.5448045601422224,0.274297361081313
5652247526,14.0,1161114024,122,1492493437000000000,-6.5061934490311115,0.17753700922548804
5652247688,13.0,1161114024,122,1492493439000000000,-6.505637893475556,0.0807766573696631
5652262522,14.0,1161114024,122,1492493775000000000,-6.412304560142222,0.17753700922548804
5652277701,13.0,1161114024,122,1492494068000000000,-6.330915671253333,0.0807766573696631
5652281105,14.0,1161114024,122,1492494140000000000,-6.310915671253333,0.17753700922548804
5652281113,15.0,1161114024,122,1492494143000000000,-6.31008233792,0.274297361081313
5652282097,16.0,1161114024,122,1492494162000000000,-6.304804560142222,0.3710577129371379
5652293688,17.0,1161114024,122,1492494420000000000,-6.233137893475556,0.46781806479296284
5652293717,19.5,1161114024,122,1492494422000000000,-6.23258233792,0.7097189444325251
5652293714,18.5,1161114024,122,1492494422000000000,-6.23258233792,0.6129585925767003
5652293719,20.5,1161114024,122,1492494423000000000,-6.2323045601422224,0.8064792962883501
5652293722,21.5,1161114024,122,1492494424000000000,-6.232026782364445,0.903239648144175
