id,value,station_id,parameter_id,unix_timestamp,norm_time,norm_value
5651444679,2.0,1161114063,161,1492475290000000000,-11.547026782364444,-0.002491324850953459
5651444861,1.8,1161114063,161,1492475294000000000,-11.545915671253333,-0.05525402615889837
5651444989,2.0,1161114063,161,1492475298000000000,-11.544804560142222,-0.002491324850953459
5651445077,1.8,1161114063,161,1492475300000000000,-11.544249004586666,-0.05525402615889837
5651445078,2.0,1161114063,161,1492475300000000000,-11.544249004586666,-0.002491324850953459
5651445691,1.8,1161114063,161,1492475310000000000,-11.54147122680889,-0.05525402615889837
5651447656,2.0,1161114063,161,1492475348000000000,-11.530915671253334,-0.002491324850953459
5651447710,1.8,1161114063,161,1492475351000000000,-11.53008233792,-0.05525402615889837
5651449340,2.0,1161114063,161,1492475384000000000,-11.520915671253332,-0.002491324850953459
5651450368,1.8,1161114063,161,1492475398000000000,-11.517026782364445,-0.05525402615889837
5651450370,2.0,1161114063,161,1492475400000000000,-11.51647122680889,-0.002491324850953459
5651450668,1.8,1161114063,161,1492475411000000000,-11.513415671253334,-0.05525402615889837
5651462737,2.0,1161114063,161,1492475673000000000,-11.440637893475555,-0.002491324850953459
5651462744,1.8,1161114063,161,1492475678000000000,-11.439249004586667,-0.05525402615889837
5651463501,1.8,1161114063,161,1492475697000000000,-11.43397122680889,-0.05525402615889837
5651463500,2.0,1161114063,161,1492475697000000000,-11.43397122680889,-0.002491324850953459
5651521444,2.0,1161114063,161,1492476992000000000,-11.074249004586667,-0.002491324850953459
5651521590,1.8,1161114063,161,1492476994000000000,-11.073693449031111,-0.05525402615889837
5651521955,2.0,1161114063,161,1492477004000000000,-11.070915671253333,-0.002491324850953459
5651522009,1.8,1161114063,161,1492477006000000000,-11.070360115697778,-0.05525402615889837
5651624959,2.0,1161114063,161,1492479217000000000,-10.456193449031112,-0.002491324850953459
5651625332,2.0,1161114063,161,1492479224000000000,-10.454249004586666,-0.002491324850953459
5651625229,1.8,1161114063,161,1492479224000000000,-10.454249004586666,-0.05525402615889837
5651625518,1.8,1161114063,161,1492479228000000000,-10.453137893475555,-0.05525402615889837
