id,value,station_id,parameter_id,unix_timestamp,norm_time,norm_value
5651376578,27.0,1161114044,113,1492473747000000000,-11.975637893475556,0.839892602275136
5651404792,26.0,1161114044,113,1492474388000000000,-11.79758233792,0.759838903412704
5651463844,25.0,1161114044,113,1492475616000000000,-11.456471226808889,0.679785204550272
5652075663,24.0,1161114044,113,1492489524000000000,-7.593137893475555,0.59973150568784
5652098358,23.0,1161114044,113,1492490048000000000,-7.44758233792,0.519677806825408
5652099016,22.0,1161114044,113,1492490063000000000,-7.443415671253334,0.439624107962976
5652099985,21.0,1161114044,113,1492490075000000000,-7.44008233792,0.359570409100544
5652100127,20.0,1161114044,113,1492490087000000000,-7.436749004586667,0.279516710238112
5652101112,19.0,1161114044,113,1492490098000000000,-7.433693449031111,0.19946301137568
5652102150,18.0,1161114044,113,1492490111000000000,-7.43008233792,0.119409312513248
5652102317,17.0,1161114044,113,1492490125000000000,-7.4261934490311114,0.039355613650815996
5652102859,16.0,1161114044,113,1492490141000000000,-7.421749004586666,-0.040698085211616
5652103945,17.0,1161114044,113,1492490168000000000,-7.414249004586667,0.039355613650815996
5652104838,18.0,1161114044,113,1492490181000000000,-7.410637893475555,0.119409312513248
5652104960,19.0,1161114044,113,1492490196000000000,-7.406471226808889,0.19946301137568
5652105788,20.0,1161114044,113,1492490215000000000,-7.401193449031111,0.279516710238112
5652108031,21.0,1161114044,113,1492490245000000000,-7.392860115697777,0.359570409100544
5652109771,22.0,1161114044,113,1492490284000000000,-7.382026782364444,0.439624107962976
5652111530,21.0,1161114044,113,1492490340000000000,-7.366471226808889,0.359570409100544
5652112229,20.0,1161114044,113,1492490351000000000,-7.363415671253334,0.279516710238112
5652112320,19.0,1161114044,113,1492490360000000000,-7.360915671253333,0.19946301137568
5652112818,18.0,1161114044,113,1492490370000000000,-7.358137893475556,0.119409312513248
5652113299,17.0,1161114044,113,1492490382000000000,-7.354804560142222,0.039355613650815996
5652114079,16.0,1161114044,113,1492490395000000000,-7.351193449031111,-0.040698085211616
5652114345,15.0,1161114044,113,1492490406000000000,-7.348137893475555,-0.120751784074048
5652115098,14.0,1161114044,113,1492490423000000000,-7.343415671253333,-0.20080548293648
5652115820,13.0,1161114044,113,1492490444000000000,-7.33758233792,-0.280859181798912
5652117526,12.0,1161114044,113,1492490465000000000,-7.3317490045866665,-0.360912880661344
5652118654,11.0,1161114044,113,1492490501000000000,-7.321749004586667,-0.440966579523776
5652120286,10.0,1161114044,113,1492490543000000000,-7.31008233792,-0.521020278386208
5652123162,9.0,1161114044,113,1492490607000000000,-7.292304560142222,-0.60107397724864
5652124847,10.0,1161114044,113,1492490658000000000,-7.278137893475556,-0.521020278386208
5652124998,11.0,1161114044,113,1492490664000000000,-7.276471226808889,-0.440966579523776
5652125258,12.0,1161114044,113,1492490669000000000,-7.27508233792,-0.360912880661344
5652125462,13.0,1161114044,113,1492490675000000000,-7.273415671253334,-0.280859181798912
5652125797,14.0,1161114044,113,1492490681000000000,-7.271749004586667,-0.20080548293648
5652126187,15.0,1161114044,113,1492490690000000000,-7.2692490045866665,-0.120751784074048
5652126743,16.0,1161114044,113,1492490705000000000,-7.26508233792,-0.040698085211616
5652131435,17.0,1161114044,113,1492490804000000000,-7.23758233792,0.039355613650815996
5652133080,18.0,1161114044,113,1492490835000000000,-7.228971226808889,0.119409312513248
