id,value,station_id,parameter_id,unix_timestamp,norm_time,norm_value
5651388106,8.0,1161114002,122,1492474049000000000,-11.891749028408888,-0.31175913823410106
5651388223,9.0,1161114002,122,1492474050000000000,-11.891471250631112,-0.23459683598503628
5651388227,10.0,1161114002,122,1492474050000000000,-11.891471250631112,-0.1574345337359715
5651388231,11.0,1161114002,122,1492474051000000000,-11.891193472853333,-0.08027223148690674
5651388337,12.0,1161114002,122,1492474052000000000,-11.890915695075556,-0.003109929237841972
5651388578,13.0,1161114002,122,1492474058000000000,-11.889249028408889,0.07405237301122279
5651389228,12.0,1161114002,122,1492474071000000000,-11.885637917297778,-0.003109929237841972
5651398566,10.5,1161114002,122,1492474289000000000,-11.825082361742222,-0.11885338261143913
5651398569,9.5,1161114002,122,1492474289000000000,-11.825082361742222,-0.19601568486050389
5651398663,8.5,1161114002,122,1492474290000000000,-11.824804583964445,-0.27317798710956864
5651398665,7.5,1161114002,122,1492474291000000000,-11.824526806186666,-0.3503402893586334
5651398669,6.5,1161114002,122,1492474292000000000,-11.82424902840889,-0.4275025916076982
5651421932,8.0,1161114002,122,1492474753000000000,-11.696193472853333,-0.31175913823410106
5651421934,9.0,1161114002,122,1492474754000000000,-11.695915695075556,-0.23459683598503628
5651422018,10.0,1161114002,122,1492474755000000000,-11.695637917297777,-0.1574345337359715
5651422021,11.0,1161114002,122,1492474755000000000,-11.695637917297777,-0.08027223148690674
5651422024,12.0,1161114002,122,1492474756000000000,-11.69536013952,-0.003109929237841972
5651422331,13.0,1161114002,122,1492474762000000000,-11.693693472853333,0.07405237301122279
5651422990,12.0,1161114002,122,1492474778000000000,-11.68924902840889,-0.003109929237841972
5651432906,11.0,1161114002,122,1492474994000000000,-11.62924902840889,-0.08027223148690674
5651432910,10.0,1161114002,122,1492474995000000000,-11.62897125063111,-0.1574345337359715
5651433026,9.0,1161114002,122,1492474996000000000,-11.628693472853334,-0.23459683598503628
5651433028,8.0,1161114002,122,1492474996000000000,-11.628693472853334,-0.31175913823410106
5651433032,7.0,1161114002,122,1492474997000000000,-11.628415695075555,-0.3889214404831658
5651433135,6.0,1161114002,122,1492474998000000000,-11.628137917297778,-0.4660837427322306
5651456827,7.0,1161114002,122,1492475514000000000,-11.484804583964445,-0.3889214404831658
5651456831,8.0,1161114002,122,1492475515000000000,-11.484526806186667,-0.31175913823410106
5651456938,10.0,1161114002,122,1492475516000000000,-11.48424902840889,-0.1574345337359715
5651456834,9.0,1161114002,122,1492475516000000000,-11.48424902840889,-0.23459683598503628
5651456942,11.0,1161114002,122,1492475517000000000,-11.483971250631111,-0.08027223148690674
5651456945,12.0,1161114002,122,1492475518000000000,-11.483693472853334,-0.003109929237841972
5651457238,13.0,1161114002,122,1492475524000000000,-11.482026806186667,0.07405237301122279
5651457909,12.0,1161114002,122,1492475535000000000,-11.478971250631112,-0.003109929237841972
5651468452,11.0,1161114002,122,1492475768000000000,-11.41424902840889,-0.08027223148690674
5651468456,10.0,1161114002,122,1492475769000000000,-11.41397125063111,-0.1574345337359715
5651468547,8.0,1161114002,122,1492475770000000000,-11.413693472853334,-0.31175913823410106
5651468459,9.0,1161114002,122,1492475770000000000,-11.413693472853334,-0.23459683598503628
5651468550,7.0,1161114002,122,1492475771000000000,-11.413415695075555,-0.3889214404831658
5651468553,6.0,1161114002,122,1492475772000000000,-11.413137917297778,-0.4660837427322306
5651490704,7.0,1161114002,122,1492476271000000000,-11.274526806186667,-0.3889214404831658
5651490708,8.0,1161114002,122,1492476272000000000,-11.274249028408889,-0.31175913823410106
5651490843,9.5,1161114002,122,1492476273000000000,-11.273971250631112,-0.19601568486050389
5651490846,10.5,1161114002,122,1492476274000000000,-11.273693472853333,-0.11885338261143913
5651490851,11.5,1161114002,122,1492476275000000000,-11.273415695075556,-0.04169108036237436
5651490951,12.5,1161114002,122,1492476277000000000,-11.27286013952,0.03547122188669041
5651491292,13.5,1161114002,122,1492476284000000000,-11.270915695075555,0.11263352413575518
5651491433,12.5,1161114002,122,1492476287000000000,-11.270082361742222,0.03547122188669041
5651492477,11.5,1161114002,122,1492476310000000000,-11.263693472853333,-0.04169108036237436
5651501659,10.0,1161114002,122,1492476509000000000,-11.208415695075555,-0.1574345337359715
5651501662,9.0,1161114002,122,1492476510000000000,-11.208137917297778,-0.23459683598503628
5651501761,7.0,1161114002,122,1492476511000000000,-11.20786013952,-0.3889214404831658
5651501666,8.0,1161114002,122,1492476511000000000,-11.20786013952,-0.31175913823410106
5651501764,6.0,1161114002,122,1492476512000000000,-11.207582361742222,-0.4660837427322306
5651524224,8.0,1161114002,122,1492477016000000000,-11.067582361742222,-0.31175913823410106
5651524222,7.0,1161114002,122,1492477016000000000,-11.067582361742222,-0.3889214404831658
5651524229,9.0,1161114002,122,1492477017000000000,-11.067304583964445,-0.23459683598503628
5651524232,10.0,1161114002,122,1492477018000000000,-11.067026806186666,-0.1574345337359715
5651524342,12.0,1161114002,122,1492477019000000000,-11.06674902840889,-0.003109929237841972
5651524337,11.0,1161114002,122,1492477019000000000,-11.06674902840889,-0.08027223148690674
5651524548,13.0,1161114002,122,1492477024000000000,-11.06536013952,0.07405237301122279
5651525264,12.0,1161114002,122,1492477040000000000,-11.060915695075556,-0.003109929237841972
5651535682,11.0,1161114002,122,1492477256000000000,-11.000915695075555,-0.08027223148690674
5651535689,9.0,1161114002,122,1492477257000000000,-11.000637917297778,-0.23459683598503628
5651535686,10.0,1161114002,122,1492477257000000000,-11.000637917297778,-0.1574345337359715
5651535693,8.0,1161114002,122,1492477258000000000,-11.00036013952,-0.31175913823410106
5651535807,7.0,1161114002,122,1492477259000000000,-11.000082361742223,-0.3889214404831658
5651558936,8.5,1161114002,122,1492477761000000000,-10.860637917297778,-0.27317798710956864
5651559112,12.0,1161114002,122,1492477764000000000,-10.859804583964445,-0.003109929237841972
5651559110,11.0,1161114002,122,1492477764000000000,-10.859804583964445,-0.08027223148690674
5651559453,13.0,1161114002,122,1492477768000000000,-10.858693472853334,0.07405237301122279
5651560750,12.0,1161114002,122,1492477795000000000,-10.851193472853334,-0.003109929237841972
5651570757,10.0,1161114002,122,1492478013000000000,-10.790637917297778,-0.1574345337359715
5651570753,11.0,1161114002,122,1492478013000000000,-10.790637917297778,-0.08027223148690674
